stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
540,すでに,すでに,sudeni,-,đã...,Danh từ,すでにについて詳しく調査する。,Nghiên cứu kỹ lưỡng về đã....,-,[0],連: すでにに関する / 類: đã...,vocab
541,事前に,じぜんに,jizenni,Sự Tiền,trước,Danh từ,事前にについて詳しく調査する。,Nghiên cứu kỹ lưỡng về trước.,事 (Sự: sự việc/công việc) + 前 (Tiền: phía trước/trước đây),[1],連: 事前にに関する / 類: trước,vocab
542,当日,とうじつ,toujitsu,Đương Nhật,hôm ấy,Danh từ,当日について詳しく調査する。,Nghiên cứu kỹ lưỡng về hôm ấy.,当 (Đương: chính xác/đảm đương) + 日 (Nhật: mặt trời/ngày),[1],連: 当日に関する / 類: hôm ấy,vocab
543,当時,とうじ,touji,Đương Thời,lúc đó -  khi ấy -  hồi đó,Danh từ,当時について詳しく調査する。,Nghiên cứu kỹ lưỡng về lúc đó.,当 (Đương: chính xác/đảm đương) + 時 (Thời: thời gian/giờ),[0],連: 当時に関する / 類: lúc đó,vocab
544,一時,いちじ,ichiji,Nhất Thời,tạm thời -  nhất thời -  có lúc,Phó từ,一時物事が進んでいる。,Mọi việc đang tiến triển (tạm thời).,一 (Nhất: một/nhất thể) + 時 (Thời: thời gian/giờ),[0],連: 一時に関する / 類: tạm thời,vocab
545,至急,しきゅう,shikyuu,Chí Cấp,khẩn cấp -  ngay lập tức,Danh từ,至急について詳しく調査する。,Nghiên cứu kỹ lưỡng về khẩn cấp.,至 (Chí: đến nơi/tột cùng) + 急 (Cấp: khẩn cấp/gấp gáp),[1],連: 至急に関する / 類: khẩn cấp,vocab
546,直ちに,ただちに,tadachini,Trực,ngay lập tức,Phó từ,直ちに物事が進んでいる。,Mọi việc đang tiến triển (ngay lập tức).,直 (Trực: thẳng thắn/trực tiếp/sửa),[1],連: 直ちにに関する / 類: ngay lập tức,vocab
547,早速,さっそく,sassoku,Tảo Tốc,nhanh chóng -  luôn và ngay,Danh từ,早速について詳しく調査する。,Nghiên cứu kỹ lưỡng về nhanh chóng.,早 (Tảo: sớm/nhanh chóng) + 速 (Tốc: nhanh chóng/tốc độ),[1],連: 早速に関する / 類: nhanh chóng,vocab
548,いきなり,いきなり,ikinari,-,đột ngột -  đột nhiên,Phó từ,いきなり物事が進んでいる。,Mọi việc đang tiến triển (đột ngột).,-,[1],連: いきなりに関する / 類: đột ngột,vocab
549,常に,つねに,tsuneni,Thường,luôn luôn -  lúc nào cũng,Phó từ,常に物事が進んでいる。,Mọi việc đang tiến triển (luôn luôn).,常 (Thường: thường ngày/bình thường),[0],連: 常にに関する / 類: luôn luôn,vocab
550,絶えず,たえず,taezu,Tuyệt,liên tục -  triền miên,Danh từ,絶えずについて詳しく調査する。,Nghiên cứu kỹ lưỡng về liên tục.,絶 (Tuyệt: tuyệt đối/cắt đứt),[0],連: 絶えずに関する / 類: liên tục,vocab
551,しばしば,しばしば,shibashiba,-,rất thường xuyên -  không ngừng,Phó từ,しばしば物事が進んでいる。,Mọi việc đang tiến triển (rất thường xuyên).,-,[1],連: しばしばに関する / 類: rất thường xuyên,vocab
552,たびたび,たびたび,tabitabi,-,hay -  nhiều lần -  thường xuyên,Danh từ,たびたびについて詳しく調査する。,Nghiên cứu kỹ lưỡng về hay.,-,[1],連: たびたびに関する / 類: hay,vocab
553,しょっちゅう,しょっちゅう,shotchuu,-,suốt ngày -  thường xuyên,Danh từ,しょっちゅうについて詳しく調査する。,Nghiên cứu kỹ lưỡng về suốt ngày.,-,[1],連: しょっちゅうに関する / 類: suốt ngày,vocab
554,たまに,たまに,tamani,-,thỉnh thoảng,Phó từ,たまに物事が進んでいる。,Mọi việc đang tiến triển (thỉnh thoảng).,-,[0],連: たまにに関する / 類: thỉnh thoảng,vocab
555,めったに,めったに,mettani,-,hiếm khi,Phó từ,めったに物事が進んでいる。,Mọi việc đang tiến triển (hiếm khi).,-,[1],連: めったにに関する / 類: hiếm khi,vocab
556,にこにこ,にこにこ,nikoniko,-,tươi cười,Danh từ,にこにこについて詳しく調査する。,Nghiên cứu kỹ lưỡng về tươi cười.,-,[1],連: にこにこに関する / 類: tươi cười,vocab
557,にやにや,にやにや,niyaniya,-,cười toe toét,Danh từ,にやにやについて詳しく調査する。,Nghiên cứu kỹ lưỡng về cười toe toét.,-,[1],連: にやにやに関する / 類: cười toe toét,vocab
558,どきどき,どきどき,dokidoki,-,hồi hộp,Danh từ,どきどきについて詳しく調査する。,Nghiên cứu kỹ lưỡng về hồi hộp.,-,[1],連: どきどきに関する / 類: hồi hộp,vocab
559,はらはら,はらはら,harahara,-,áy náy -  lo lắng,Danh từ,はらはらについて詳しく調査する。,Nghiên cứu kỹ lưỡng về áy náy.,-,[1],連: はらはらに関する / 類: áy náy,vocab
560,かんかん,かんかん,kankan,-,bừng bừng -  nổi giận,Danh từ,かんかんについて詳しく調査する。,Nghiên cứu kỹ lưỡng về bừng bừng.,-,[1],連: かんかんに関する / 類: bừng bừng,vocab
561,びしょびしょ,びしょびしょ,bishobisho,-,ướt sũng -  chèm chẹp,Danh từ,びしょびしょについて詳しく調査する。,Nghiên cứu kỹ lưỡng về ướt sũng.,-,[1],連: びしょびしょに関する / 類: ướt sũng,vocab
562,うろうろ,うろうろ,urouro,-,lượn đi lượn lại -  tha thẩn,Danh từ,うろうろについて詳しく調査する。,Nghiên cứu kỹ lưỡng về lượn đi lượn lại.,-,[1],連: うろうろに関する / 類: lượn đi lượn lại,vocab
563,のろのろ,のろのろ,noronoro,-,chậm chạp -  vụng về -  lúng túng,Danh từ,のろのろについて詳しく調査する。,Nghiên cứu kỹ lưỡng về chậm chạp.,-,[1],連: のろのろに関する / 類: chậm chạp,vocab
564,ふらふら,ふらふら,furafura,-,chóng mặt -  choáng váng -  lông bông,Danh từ,ふらふらについて詳しく調査する。,Nghiên cứu kỹ lưỡng về chóng mặt.,-,[1],連: ふらふらに関する / 類: chóng mặt,vocab
565,ぶらぶら,ぶらぶら,burabura,-,loanh quanh -  lang thang -  lảng vảng,Danh từ,ぶらぶらについて詳しく調査する。,Nghiên cứu kỹ lưỡng về loanh quanh.,-,[1],連: ぶらぶらに関する / 類: loanh quanh,vocab
566,したがって,したがって,shitagatte,-,sở dĩ; vì vậy; do vậy ( đưa ra kết luận) -  theo đó,Danh từ,したがってについて詳しく調査する。,Nghiên cứu kỹ lưỡng về sở dĩ.,-,[1],連: したがってに関する / 類: sở dĩ; vì vậy; do vậy ( đưa ra kết luận),vocab
567,だが,だが,daga,-,tuy nhiên -  tuy vậy -  mặc dù,Liên từ,努力を重ねた、だが成功を収めた。,"Đã nỗ lực không ngừng, tuy nhiên đã gặt hái thành công.",-,[0],連: だがに関する / 類: tuy nhiên,vocab
568,ところが,ところが,tokoroga,-,vậy mà -  tuy nhiên -  nhưng,Danh từ,ところがについて詳しく調査する。,Nghiên cứu kỹ lưỡng về vậy mà.,-,[1],連: ところがに関する / 類: vậy mà,vocab
569,しかも,しかも,shikamo,-,đã vậy lại còn,Danh từ,しかもについて詳しく調査する。,Nghiên cứu kỹ lưỡng về đã vậy lại còn.,-,[0],連: しかもに関する / 類: đã vậy lại còn,vocab
570,すると,すると,suruto,-,lập tức -  -  khi đó -  rồi thì,Danh từ,するとについて詳しく調査する。,Nghiên cứu kỹ lưỡng về lập tức.,-,[0],連: するとに関する / 類: lập tức,vocab
571,なぜなら,なぜなら,nazenara,-,bởi vì là,Danh từ,なぜならについて詳しく調査する。,Nghiên cứu kỹ lưỡng về bởi vì là.,-,[1],連: なぜならに関する / 類: bởi vì là,vocab
572,だって,だって,datte,-,vì là -  do là -  dẫu vậy -  tuy vậy,Danh từ,だってについて詳しく調査する。,Nghiên cứu kỹ lưỡng về vì là.,-,[0],連: だってに関する / 類: vì là,vocab
573,要するに,ようするに,yousuruni,Yếu,tóm lại -  chủ yếu là,Danh từ,要するにについて詳しく調査する。,Nghiên cứu kỹ lưỡng về tóm lại.,要 (Yếu: quan trọng/cần thiết),[1],連: 要するにに関する / 類: tóm lại,vocab
574,すなわち,すなわち,sunawachi,-,nói cách khác,Liên từ,努力を重ねた、すなわち成功を収めた。,"Đã nỗ lực không ngừng, nói cách khác đã gặt hái thành công.",-,[1],連: すなわちに関する / 類: nói cách khác,vocab
575,あるいは,あるいは,aruiha,-,hoặc -  có lẽ,Liên từ,努力を重ねた、あるいは成功を収めた。,"Đã nỗ lực không ngừng, hoặc đã gặt hái thành công.",-,[1],連: あるいはに関する / 類: hoặc,vocab
576,さて,さて,sate,-,và sau đây -  tiếp theo,Liên từ,努力を重ねた、さて成功を収めた。,"Đã nỗ lực không ngừng, và sau đây đã gặt hái thành công.",-,[0],連: さてに関する / 類: và sau đây,vocab
577,では,では,deha,-,ngay sau đây -  vậy thì,Phó từ,では物事が進んでいる。,Mọi việc đang tiến triển (ngay sau đây).,-,[0],連: ではに関する / 類: ngay sau đây,vocab
578,ところで,ところで,tokorode,-,Nhân tiện -  mà này...,Phó từ,ところで物事が進んでいる。,Mọi việc đang tiến triển (Nhân tiện).,-,[1],連: ところでに関する / 類: Nhân tiện,vocab
579,そう言えば,そういえば,souieba,Ngôn,Nhắc mới nhớ -  nói vậy thi....,Danh từ,そう言えばについて詳しく調査する。,Nghiên cứu kỹ lưỡng về Nhắc mới nhớ.,言 (Ngôn: nói/ngôn từ),[1],連: そう言えばに関する / 類: Nhắc mới nhớ,vocab
580,ただ,ただ,tada,-,Tuy... thế nhưng ... -  ngoại trừ 1 điều -  miễn phí,Danh từ,ただについて詳しく調査する。,Nghiên cứu kỹ lưỡng về Tuy... thế nhưng ....,-,[0],連: ただに関する / 類: Tuy... thế nhưng ...,vocab
581,食料,しょくりょう,shokuryou,Thực Liệu,đồ ăn -  thực phẩm,Động từ nhóm 1,状況に合わせて適切に食料。,Đồ ăn một cách phù hợp theo tình huống.,食 (Thực: ăn uống/món ăn) + 料 (Liệu: nguyên liệu/phí tổn),[1],連: 食料に関する / 類: đồ ăn,vocab
582,粒,つぶ,tsubu,Lạp,hạt -  viên -  giọt,Động từ nhóm 1,状況に合わせて適切に粒。,Hạt một cách phù hợp theo tình huống.,粒 (Lạp: hạt nhỏ/viên thuốc),[0],連: 粒に関する / 類: hạt,vocab
583,くず,くず,kuzu,-,vụn rác -  đồ cặn bã -  đồ thừa,Danh từ,くずについて詳しく調査する。,Nghiên cứu kỹ lưỡng về vụn rác.,-,[0],連: くずに関する / 類: vụn rác,vocab
584,栽培,さいばい,saibai,Tài Bồi,nuôi trồng -  trồng trọt,Danh từ,栽培について詳しく調査する。,Nghiên cứu kỹ lưỡng về nuôi trồng.,栽 (Tài: trồng trọt/canh tác) + 培 (Bồi: bồi dưỡng/vun trồng),[1],連: 栽培に関する / 類: nuôi trồng,vocab
585,収穫,しゅうかく,shuukaku,Thu Hoạch,thu hoạch -  lĩnh hội -  gặt hái,Danh từ,収穫について詳しく調査する。,Nghiên cứu kỹ lưỡng về thu hoạch.,収 (Thu: thu hoạch/thu nhận) + 穫 (Hoạch: thu hoạch/mùa màng),[1],連: 収穫に関する / 類: thu hoạch,vocab
586,産地,さんち,sanchi,Sản Địa,nơi sản xuất,Danh từ,産地について詳しく調査する。,Nghiên cứu kỹ lưỡng về nơi sản xuất.,産 (Sản: sản sinh/sản nghiệp) + 地 (Địa: đất đai/địa điểm),[0],連: 産地に関する / 類: nơi sản xuất,vocab
587,土地,とち,tochi,Thổ Địa,đất đai,Danh từ,土地について詳しく調査する。,Nghiên cứu kỹ lưỡng về đất đai.,土 (Thổ: đất đai) + 地 (Địa: đất đai/địa điểm),[0],連: 土地に関する / 類: đất đai,vocab
588,倉庫,そうこ,souko,Thương Khố,kho bãi,Danh từ,倉庫について詳しく調査する。,Nghiên cứu kỹ lưỡng về kho bãi.,倉 (Thương: nhà kho/kho hàng) + 庫 (Khố: kho chứa/kho tàng),[0],連: 倉庫に関する / 類: kho bãi,vocab
589,所有,しょゆう,shoyuu,Sở Hữu,sở hữu,Danh từ,所有について詳しく調査する。,Nghiên cứu kỹ lưỡng về sở hữu.,所 (Sở: nơi chốn/điểm) + 有 (Hữu: có/sở hữu),[1],連: 所有に関する / 類: sở hữu,vocab
590,収集,しゅうしゅう,shuushuu,Thu Tập,thu thập -  thu gom,Danh từ,収集について詳しく調査する。,Nghiên cứu kỹ lưỡng về thu thập.,収 (Thu: thu hoạch/thu nhận) + 集 (Tập: tập hợp/thu thập),[1],連: 収集に関する / 類: thu thập,vocab
591,滞在,たいざい,taizai,Trệ Tại,ở -  lưu trú,Danh từ,滞在について詳しく調査する。,Nghiên cứu kỹ lưỡng về ở.,滞 (Trệ: ứ đọng/trì trệ/lưu trú) + 在 (Tại: tồn tại/ở tại),[1],連: 滞在に関する / 類: ở,vocab
592,便,べん,ben,Tiện,thuận tiện,Danh từ,便について詳しく調査する。,Nghiên cứu kỹ lưỡng về thuận tiện.,便 (Tiện: tiện lợi/thư từ),[0],連: 便に関する / 類: thuận tiện,vocab
593,便,びん,bin,Tiện,chuyến -  tuyến,Danh từ,便について詳しく調査する。,Nghiên cứu kỹ lưỡng về chuyến.,便 (Tiện: tiện lợi/thư từ),[0],連: 便に関する / 類: chuyến,vocab
594,設備,せつび,setsubi,Thiết Bị,thiết bị,Danh từ,設備について詳しく調査する。,Nghiên cứu kỹ lưỡng về thiết bị.,設 (Thiết: thiết lập/xây dựng) + 備 (Bị: chuẩn bị/trang bị),[0],連: 設備に関する / 類: thiết bị,vocab
595,設計,せっけい,sekkei,Thiết Kế,thiết kế,Danh từ,設計について詳しく調査する。,Nghiên cứu kỹ lưỡng về thiết kế.,設 (Thiết: thiết lập/xây dựng) + 計 (Kế: kế hoạch/đo đếm),[1],連: 設計に関する / 類: thiết kế,vocab
596,制作・製作,せいさく,seisaku,Chế Tác Chế Tác,chế tạo -  sáng tác,Danh từ,制作・製作について詳しく調査する。,Nghiên cứu kỹ lưỡng về chế tạo.,制 (Chế: chế tạo/chế độ) + 作 (Tác: làm/chế tác) + 製 (Chế: chế tạo/sản xuất) + 作 (Tác: làm/chế tác),[1],連: 制作・製作に関する / 類: chế tạo,vocab
597,製造,せいぞう,seizou,Chế Tạo,chế tạo -  sản xuất,Danh từ,製造について詳しく調査する。,Nghiên cứu kỹ lưỡng về chế tạo.,製 (Chế: chế tạo/sản xuất) + 造 (Tạo: chế tạo/sáng tạo),[1],連: 製造に関する / 類: chế tạo,vocab
598,建築,けんちく,kenchiku,Kiến Trúc,kiến thiết -  xây dựng,Động từ nhóm 1,状況に合わせて適切に建築。,Kiến thiết một cách phù hợp theo tình huống.,建 (Kiến: xây dựng/kiến trúc) + 築 (Trúc: xây dựng/kiến trúc),[1],連: 建築に関する / 類: kiến thiết,vocab
599,人工,じんこう,jinkou,Nhân Công,nhân tạo -  nhân công,Danh từ,人工について詳しく調査する。,Nghiên cứu kỹ lưỡng về nhân tạo.,人 (Nhân: người/nhân loại) + 工 (Công: công nghiệp/kỹ thuật),[1],連: 人工に関する / 類: nhân tạo,vocab
600,圧力,あつりょく,atsuryoku,Áp Lực,áp lực -  sức ép,Danh từ,圧力について詳しく調査する。,Nghiên cứu kỹ lưỡng về áp lực.,圧 (Áp: áp lực/đè ép) + 力 (Lực: sức lực/khả năng),[1],連: 圧力に関する / 類: áp lực,vocab
601,刺激,しげき,shigeki,Thích Kích,kích thích -  khiêu khích,Danh từ,刺激について詳しく調査する。,Nghiên cứu kỹ lưỡng về kích thích.,刺 (Thích: đâm/chích/châm) + 激 (Kích: kịch liệt/mãnh liệt),[0],連: 刺激に関する / 類: kích thích,vocab
602,摩擦,まさつ,masatsu,Ma Sát,ma sát -  mâu thuẫn,Danh từ,摩擦について詳しく調査する。,Nghiên cứu kỹ lưỡng về ma sát.,摩 (Ma: cọ xát/mài mòn) + 擦 (Sát: ma sát/cọ xát),[0],連: 摩擦に関する / 類: ma sát,vocab
603,立場,たちば,tachiba,Lập Trường,lập trường -  quan điểm,Danh từ,立場について詳しく調査する。,Nghiên cứu kỹ lưỡng về lập trường.,立 (Lập: đứng/thành lập) + 場 (Trường: nơi chốn/hội trường),[0],連: 立場に関する / 類: lập trường,vocab
604,役割,やくわり,yakuwari,Dịch Cát,vai trò -  phận sự,Danh từ,役割について詳しく調査する。,Nghiên cứu kỹ lưỡng về vai trò.,役 (Dịch: vai trò/nhiệm vụ) + 割 (Cát: chia/vỡ/tỷ lệ),[1],連: 役割に関する / 類: vai trò,vocab
605,分担,ぶんたん,buntan,Phân Đam,chia sẻ -  gánh vác,Danh từ,分担について詳しく調査する。,Nghiên cứu kỹ lưỡng về chia sẻ.,分 (Phân: chia/phần/hiểu) + 担 (Đam: gánh vác/đảm đương),[1],連: 分担に関する / 類: chia sẻ,vocab
606,担当,たんとう,tantou,Đam Đương,chịu trách nhiệm -  đảm đương,Danh từ,担当について詳しく調査する。,Nghiên cứu kỹ lưỡng về chịu trách nhiệm.,担 (Đam: gánh vác/đảm đương) + 当 (Đương: chính xác/đảm đương),[1],連: 担当に関する / 類: chịu trách nhiệm,vocab
607,交代・交替,こうたい,koutai,Giao Đại Giao Thế,luân phiên -  thay đổi,Tính từ -i,この問題は非常に交代・交替。,Vấn đề này rất luân phiên.,交 (Giao: giao thoa/giao lưu) + 代 (Đại: thay thế/thời đại) + 交 (Giao: giao thoa/giao lưu) + 替 (Thế: thay thế/đổi),[1],連: 交代・交替に関する / 類: luân phiên,vocab
608,代理,だいり,dairi,Đại Lý,đại diện -  thay thế,Danh từ,代理について詳しく調査する。,Nghiên cứu kỹ lưỡng về đại diện.,代 (Đại: thay thế/thời đại) + 理 (Lý: lý do/chân lý/xử lý),[0],連: 代理に関する / 類: đại diện,vocab
609,審判,しんぱん,shinpan,Thẩm Phán,thẩm phám -  trọng tài,Danh từ,審判について詳しく調査する。,Nghiên cứu kỹ lưỡng về thẩm phám.,審 (Thẩm: thẩm tra/xem xét) + 判 (Phán: phán đoán/đánh giá),[1],連: 審判に関する / 類: thẩm phám,vocab
610,監督,かんとく,kantoku,Giám Đốc,đạo diễn -  giám sát -  HLV,Danh từ,監督について詳しく調査する。,Nghiên cứu kỹ lưỡng về đạo diễn.,監 (Giám: giám sát/trông coi) + 督 (Đốc: đôn đốc/giám đốc),[1],連: 監督に関する / 類: đạo diễn,vocab
611,予測,よそく,yosoku,Dự Trắc,dự đoán,Động từ nhóm 1,状況に合わせて適切に予測。,Dự đoán một cách phù hợp theo tình huống.,予 (Dự: dự báo/trước) + 測 (Trắc: đo lường/trắc lượng),[0],連: 予測に関する / 類: dự đoán,vocab
612,予期,よき,yoki,Dự Kỳ,mong đợi,Danh từ,予期について詳しく調査する。,Nghiên cứu kỹ lưỡng về mong đợi.,予 (Dự: dự báo/trước) + 期 (Kỳ: thời kỳ/kỳ hạn),[0],連: 予期に関する / 類: mong đợi,vocab
613,判断,はんだん,handan,Phán Đoạn,suy xét -  xem xét,Danh từ,判断について詳しく調査する。,Nghiên cứu kỹ lưỡng về suy xét.,判 (Phán: phán đoán/đánh giá) + 断 (Đoạn: cắt đứt/từ chối/phán đoán),[1],連: 判断に関する / 類: suy xét,vocab
614,評価,ひょうか,hyouka,Bình Giá,đánh giá -  bình phẩm,Danh từ,評価について詳しく調査する。,Nghiên cứu kỹ lưỡng về đánh giá.,評 (Bình: bình luận/đánh giá) + 価 (Giá: giá cả/giá trị),[1],連: 評価に関する / 類: đánh giá,vocab
615,指示,しじ,shiji,Chỉ Thị,chỉ dẫn -  chỉ thị,Danh từ,指示について詳しく調査する。,Nghiên cứu kỹ lưỡng về chỉ dẫn.,指 (Chỉ: ngón tay/chỉ ra) + 示 (Thị: biểu thị/cho thấy),[0],連: 指示に関する / 類: chỉ dẫn,vocab
616,無視,むし,mushi,Vô Thị,bỏ qua -  ngó ngơ,Danh từ,無視について詳しく調査する。,Nghiên cứu kỹ lưỡng về bỏ qua.,無 (Vô: không có/vô hiệu) + 視 (Thị: thị giác/nhìn nhận),[0],連: 無視に関する / 類: bỏ qua,vocab
617,無断,むだん,mudan,Vô Đoạn,tự ý tự tiện,Danh từ,無断について詳しく調査する。,Nghiên cứu kỹ lưỡng về tự ý tự tiện.,無 (Vô: không có/vô hiệu) + 断 (Đoạn: cắt đứt/từ chối/phán đoán),[0],連: 無断に関する / 類: tự ý tự tiện,vocab
618,承知,しょうち,shouchi,Thừa Tri,hiểu rõ -  thừa nhận -  thấu hiểu,Danh từ,承知について詳しく調査する。,Nghiên cứu kỹ lưỡng về hiểu rõ.,承 (Thừa: tiếp nhận/thấu hiểu) + 知 (Tri: hiểu biết/tri thức),[1],連: 承知に関する / 類: hiểu rõ,vocab
619,納得,なっとく,nattoku,Nạp Đắc,tiếp thụ -  lĩnh hội -  nắm bắt,Động từ nhóm 1,状況に合わせて適切に納得。,Tiếp thụ một cách phù hợp theo tình huống.,納 (Nạp: nộp vào/thu nạp) + 得 (Đắc: đạt được/đắc lợi),[1],連: 納得に関する / 類: tiếp thụ,vocab
620,疑問,ぎもん,gimon,Nghi Vấn,nghi vấn -  thắc mắc,Danh từ,疑問について詳しく調査する。,Nghiên cứu kỹ lưỡng về nghi vấn.,疑 (Nghi: nghi ngờ/thắc mắc) + 問 (Vấn: hỏi/vấn đề),[0],連: 疑問に関する / 類: nghi vấn,vocab
621,推測,すいそく,suisoku,Thôi Trắc,phỏng đoán -  dự đoán,Động từ nhóm 1,状況に合わせて適切に推測。,Phỏng đoán một cách phù hợp theo tình huống.,推 (Thôi: suy đoán/thúc đẩy) + 測 (Trắc: đo lường/trắc lượng),[1],連: 推測に関する / 類: phỏng đoán,vocab
622,肯定,こうてい,koutei,Khẳng Định,khẳng định,Danh từ,肯定について詳しく調査する。,Nghiên cứu kỹ lưỡng về khẳng định.,肯 (Khẳng: khẳng định/đồng ý) + 定 (Định: cố định/quy định),[1],連: 肯定に関する / 類: khẳng định,vocab
623,参考,さんこう,sankou,Tham Khảo,tham khảo,Danh từ,参考について詳しく調査する。,Nghiên cứu kỹ lưỡng về tham khảo.,参 (Tham: tham gia/viếng thăm) + 考 (Khảo: suy nghĩ/khảo sát),[1],連: 参考に関する / 類: tham khảo,vocab
624,程度,ていど,teido,Trình Độ,mức độ; trình độ,Danh từ,程度について詳しく調査する。,Nghiên cứu kỹ lưỡng về mức độ.,程 (Trình: quá trình/mức độ) + 度 (Độ: mức độ/lần),[0],連: 程度に関する / 類: mức độ; trình độ,vocab
625,評判,ひょうばん,hyouban,Bình Phán,đánh giá -  có tiếng là,Danh từ,評判について詳しく調査する。,Nghiên cứu kỹ lưỡng về đánh giá.,評 (Bình: bình luận/đánh giá) + 判 (Phán: phán đoán/đánh giá),[1],連: 評判に関する / 類: đánh giá,vocab
626,批評,ひひょう,hihyou,Phê Bình,bình luận -  đánh giá,Danh từ,批評について詳しく調査する。,Nghiên cứu kỹ lưỡng về bình luận.,批 (Phê: phê bình/đánh giá) + 評 (Bình: bình luận/đánh giá),[1],連: 批評に関する / 類: bình luận,vocab
627,推薦,すいせん,suisen,Thôi Tiến,tiến cử -  giới thiệu,Danh từ,推薦について詳しく調査する。,Nghiên cứu kỹ lưỡng về tiến cử.,推 (Thôi: suy đoán/thúc đẩy) + 薦 (Tiến: tiến cử/giới thiệu),[1],連: 推薦に関する / 類: tiến cử,vocab
628,信用,しんよう,shinyou,Tín Dụng,Tín nhiệm -  sự tin tưởng,Danh từ,信用について詳しく調査する。,Nghiên cứu kỹ lưỡng về Tín nhiệm.,信 (Tín: tin tưởng/tín nhiệm) + 用 (Dụng: sử dụng/công dụng),[1],連: 信用に関する / 類: Tín nhiệm,vocab
629,信頼,しんらい,shinrai,Tín Lại,Tin cậy -  tín nhiệm,Danh từ,信頼について詳しく調査する。,Nghiên cứu kỹ lưỡng về Tin cậy.,信 (Tín: tin tưởng/tín nhiệm) + 頼 (Lại: nhờ cậy/tin cậy),[1],連: 信頼に関する / 類: Tin cậy,vocab
630,尊重,そんちょう,sonchou,Tôn Trọng,tôn trọng -  coi trọng,Danh từ,尊重について詳しく調査する。,Nghiên cứu kỹ lưỡng về tôn trọng.,尊 (Tôn: tôn kính/tôn trọng) + 重 (Trọng: nặng nề/quan trọng/chồng chất),[1],連: 尊重に関する / 類: tôn trọng,vocab
631,作業,さぎょう,sagyou,Tác Nghiệp,công việc -  thao tác,Danh từ,作業について詳しく調査する。,Nghiên cứu kỹ lưỡng về công việc.,作 (Tác: làm/chế tác) + 業 (Nghiệp: nghề nghiệp/kinh doanh),[1],連: 作業に関する / 類: công việc,vocab
632,工夫,くふう,kufuu,Công Phu,Sáng kiến -  phát minh -  đào sâu nghiên cứu,Động từ nhóm 1,状況に合わせて適切に工夫。,Sáng kiến một cách phù hợp theo tình huống.,工 (Công: công nghiệp/kỹ thuật) + 夫 (Phu: chồng/đàn ông),[0],連: 工夫に関する / 類: Sáng kiến,vocab
633,消化,しょうか,shouka,Tiêu Hóa,tiêu hóa -  tiêu thụ -  thực hiện xong -  đạt được,Danh từ,消化について詳しく調査する。,Nghiên cứu kỹ lưỡng về tiêu hóa.,消 (Tiêu: tiêu biến/tắt/xóa) + 化 (Hóa: biến hóa/thay đổi),[1],連: 消化に関する / 類: tiêu hóa,vocab
634,吸収,きゅうしゅう,kyuushuu,Hấp Thu,hấp thụ -  thấm,Động từ nhóm 1,状況に合わせて適切に吸収。,Hấp thụ một cách phù hợp theo tình huống.,吸 (Hấp: hút/hít vào) + 収 (Thu: thu hoạch/thu nhận),[1],連: 吸収に関する / 類: hấp thụ,vocab
635,設置,せっち,setchi,Thiết Trí,Lắp đặt -  bố trí,Danh từ,設置について詳しく調査する。,Nghiên cứu kỹ lưỡng về Lắp đặt.,設 (Thiết: thiết lập/xây dựng) + 置 (Trí: đặt để/bố trí),[0],連: 設置に関する / 類: Lắp đặt,vocab
636,設定,せってい,settei,Thiết Định,thiết lập -  cài đặt,Danh từ,設定について詳しく調査する。,Nghiên cứu kỹ lưỡng về thiết lập.,設 (Thiết: thiết lập/xây dựng) + 定 (Định: cố định/quy định),[1],連: 設定に関する / 類: thiết lập,vocab
637,調節,ちょうせつ,chousetsu,Điệu Tiết,Điều chỉnh ( âm lượng -  nhiệt độ ),Động từ nhóm 1,状況に合わせて適切に調節。,Điều chỉnh ( âm lượng một cách phù hợp theo tình huống.,調 (Điệu: điều tra/giai điệu/điều chỉnh) + 節 (Tiết: tiết chế/đốt tre/tiết mục),[1],連: 調節に関する / 類: Điều chỉnh ( âm lượng,vocab
638,調整,ちょうせい,chousei,Điệu Chỉnh,điều chỉnh -  sắp xếp -  bố trí,Danh từ,調整について詳しく調査する。,Nghiên cứu kỹ lưỡng về điều chỉnh.,調 (Điệu: điều tra/giai điệu/điều chỉnh) + 整 (Chỉnh: chỉnh đốn/sắp xếp),[1],連: 調整に関する / 類: điều chỉnh,vocab
639,解放,かいほう,kaihou,Giải Phóng,giải phóng -  giải thoát,Danh từ,解放について詳しく調査する。,Nghiên cứu kỹ lưỡng về giải phóng.,解 (Giải: giải thích/giải tỏa/hiểu) + 放 (Phóng: thả ra/phát sóng),[1],連: 解放に関する / 類: giải phóng,vocab
640,総合,そうごう,sougou,Tổng Hợp,tổng hợp -  cùng nhau,Danh từ,総合について詳しく調査する。,Nghiên cứu kỹ lưỡng về tổng hợp.,総 (Tổng: tổng cộng/toàn bộ) + 合 (Hợp: thích hợp/gặp gỡ),[1],連: 総合に関する / 類: tổng hợp,vocab
641,連続,れんぞく,renzoku,Liên Tục,liên tục -  dài tập,Danh từ,連続について詳しく調査する。,Nghiên cứu kỹ lưỡng về liên tục.,連 (Liên: kết nối/liên lạc/dẫn theo) + 続 (Tục: tiếp tục/liên tục),[1],連: 連続に関する / 類: liên tục,vocab
